id,nameFirst,nameLast,time,time2,Food,Beverages,Takeout,Music
bscovil673,Blossom,Scovil,30,5,{'preference': 2},{'preference': 3},{'preference': 4},{'preference': 2}
dheidler960,Delorse,Heidler,10,25,{'preference': 2},{'preference': 2},{'preference': 3},{'preference': 1}
jbrazler393,Jude,Brazler,10,20,{'preference': 5},{'preference': 2},{'preference': 3},{'preference': 3}
fahlin697,Francoise,Ahlin,30,30,{'preference': 2},{'preference': 3},{'preference': 3},{'preference': 3}
rminturn153,Rolanda,Minturn,15,10,{'preference': 5},{'preference': 1},{'preference': 1},{'preference': 5}
atsan393,Azucena,Tsan,15,20,{'preference': 3},{'preference': 3},{'preference': 1},{'preference': 2}
tarledge770,Tracee,Arledge,15,30,{'preference': 4},{'preference': 1},{'preference': 4},{'preference': 5}
bmaune299,Bulah,Maune,30,20,{'preference': 3},{'preference': 5},{'preference': 2},{'preference': 1}
lspurlock224,Lauren,Spurlock,10,10,{'preference': 2},{'preference': 4},{'preference': 5},{'preference': 1}
jhepa839,Jarvis,Hepa,25,25,{'preference': 5},{'preference': 5},{'preference': 4},{'preference': 4}
bbisset698,Blair,Bisset,5,10,{'preference': 1},{'preference': 2},{'preference': 4},{'preference': 3}
dclare607,Danial,Clare,20,20,{'preference': 3},{'preference': 2},{'preference': 5},{'preference': 5}
dbazinet569,Dwayne,Bazinet,25,30,{'preference': 2},{'preference': 3},{'preference': 1},{'preference': 4}
ssteinmull43,Stacy,Steinmuller,30,5,{'preference': 3},{'preference': 1},{'preference': 1},{'preference': 3}
jleavigne424,Jamie,Leavigne,15,25,{'preference': 5},{'preference': 5},{'preference': 3},{'preference': 3}
vmarton345,Val,Marton,10,10,{'preference': 4},{'preference': 3},{'preference': 3},{'preference': 5}
ltoyama495,Lanora,Toyama,20,5,{'preference': 4},{'preference': 2},{'preference': 5},{'preference': 4}
fhardnett917,Floretta,Hardnett,15,25,{'preference': 5},{'preference': 1},{'preference': 3},{'preference': 5}
srothchild805,Stephen,Rothchild,25,10,{'preference': 5},{'preference': 1},{'preference': 3},{'preference': 1}
ebrittian765,Ellis,Brittian,15,20,{'preference': 4},{'preference': 5},{'preference': 5},{'preference': 5}
fsantaluci33,Franklin,Santalucia,5,25,{'preference': 3},{'preference': 1},{'preference': 4},{'preference': 3}
okellams88,Osvaldo,Kellams,5,10,{'preference': 1},{'preference': 2},{'preference': 3},{'preference': 4}
rreddoch363,Ross,Reddoch,30,30,{'preference': 4},{'preference': 2},{'preference': 2},{'preference': 3}
pbettendor963,Patrica,Bettendorf,25,25,{'preference': 3},{'preference': 1},{'preference': 4},{'preference': 5}
jswartzlan806,Julius,Swartzlander,25,15,{'preference': 1},{'preference': 2},{'preference': 5},{'preference': 1}
kurenda981,Kelley,Urenda,25,25,{'preference': 3},{'preference': 5},{'preference': 4},{'preference': 2}
jmarkis743,Janeen,Markis,20,15,{'preference': 4},{'preference': 1},{'preference': 4},{'preference': 1}
rdorsch169,Rosenda,Dorsch,5,20,{'preference': 3},{'preference': 1},{'preference': 1},{'preference': 1}
rshaulis637,Rafael,Shaulis,30,10,{'preference': 4},{'preference': 3},{'preference': 3},{'preference': 3}
mparrack799,Mariella,Parrack,25,15,{'preference': 1},{'preference': 1},{'preference': 4},{'preference': 4}
emuncey227,Emmitt,Muncey,10,25,{'preference': 1},{'preference': 3},{'preference': 4},{'preference': 3}
mmccluer680,Morgan,Mccluer,15,10,{'preference': 1},{'preference': 3},{'preference': 2},{'preference': 4}
ipercey545,Isiah,Percey,30,10,{'preference': 1},{'preference': 5},{'preference': 5},{'preference': 2}
tmcklveen698,Toshiko,Mcklveen,15,30,{'preference': 5},{'preference': 1},{'preference': 5},{'preference': 1}
tlashutva462,Taunya,Lashutva,25,10,{'preference': 5},{'preference': 4},{'preference': 3},{'preference': 2}
mbenfer356,Marti,Benfer,5,15,{'preference': 5},{'preference': 5},{'preference': 4},{'preference': 3}
hartley43,Hermila,Artley,25,5,{'preference': 4},{'preference': 2},{'preference': 1},{'preference': 4}
lzavattier128,Leandra,Zavattieri,10,30,{'preference': 2},{'preference': 4},{'preference': 3},{'preference': 2}
ebazinet196,Eloy,Bazinet,20,5,{'preference': 3},{'preference': 1},{'preference': 2},{'preference': 1}
rsulser388,Raelene,Sulser,15,20,{'preference': 2},{'preference': 1},{'preference': 2},{'preference': 1}
mimm761,Margarito,Imm,10,25,{'preference': 2},{'preference': 4},{'preference': 4},{'preference': 4}
wpetramale763,Woodrow,Petramale,20,30,{'preference': 1},{'preference': 1},{'preference': 1},{'preference': 4}
aroscoe127,Augustus,Roscoe,30,5,{'preference': 4},{'preference': 1},{'preference': 4},{'preference': 4}
ematuska760,Evonne,Matuska,25,20,{'preference': 2},{'preference': 2},{'preference': 5},{'preference': 2}
ndalby87,Nelida,Dalby,10,5,{'preference': 3},{'preference': 2},{'preference': 4},{'preference': 2}
gkennady556,Gustavo,Kennady,25,20,{'preference': 4},{'preference': 5},{'preference': 4},{'preference': 5}
dbruntz502,Denny,Bruntz,5,15,{'preference': 1},{'preference': 3},{'preference': 1},{'preference': 3}
ymoilanen88,Yulanda,Moilanen,25,5,{'preference': 3},{'preference': 3},{'preference': 1},{'preference': 4}
stuomala514,Samella,Tuomala,25,25,{'preference': 4},{'preference': 4},{'preference': 3},{'preference': 1}
gzadorozny345,Gino,Zadorozny,25,15,{'preference': 3},{'preference': 3},{'preference': 3},{'preference': 1}
jbirdwell415,Jimmy,Birdwell,30,30,{'preference': 4},{'preference': 5},{'preference': 4},{'preference': 1}
dmaria986,Dick,Maria,5,20,{'preference': 4},{'preference': 1},{'preference': 4},{'preference': 1}
btamimi129,Brandie,Tamimi,5,15,{'preference': 5},{'preference': 1},{'preference': 4},{'preference': 4}
yrockingha519,Yong,Rockingham,5,25,{'preference': 2},{'preference': 1},{'preference': 1},{'preference': 3}
rleva331,Renaldo,Leva,15,20,{'preference': 3},{'preference': 5},{'preference': 5},{'preference': 5}
paldredge876,Pansy,Aldredge,10,10,{'preference': 2},{'preference': 1},{'preference': 3},{'preference': 1}
kbreihan208,Kathern,Breihan,5,5,{'preference': 5},{'preference': 2},{'preference': 4},{'preference': 2}
mjuda437,Marvella,Juda,20,25,{'preference': 1},{'preference': 5},{'preference': 5},{'preference': 1}
sjavarone93,Stanford,Javarone,15,10,{'preference': 2},{'preference': 1},{'preference': 3},{'preference': 2}
aprinkleto468,Audry,Prinkleton,30,15,{'preference': 2},{'preference': 4},{'preference': 5},{'preference': 4}
ystours998,Yer,Stours,15,25,{'preference': 4},{'preference': 4},{'preference': 3},{'preference': 5}
athrelkeld458,Amado,Threlkeld,25,5,{'preference': 2},{'preference': 4},{'preference': 4},{'preference': 5}
ruriarte417,Rachal,Uriarte,15,25,{'preference': 5},{'preference': 3},{'preference': 3},{'preference': 4}
jsosnowski533,Jessie,Sosnowski,20,5,{'preference': 2},{'preference': 2},{'preference': 5},{'preference': 2}
troadarmel512,Taylor,Roadarmel,20,10,{'preference': 3},{'preference': 2},{'preference': 2},{'preference': 4}
tverdi210,Tommy,Verdi,5,20,{'preference': 5},{'preference': 5},{'preference': 2},{'preference': 5}
chenslee566,Cruz,Henslee,20,15,{'preference': 4},{'preference': 4},{'preference': 1},{'preference': 2}
sforslin563,Stanton,Forslin,30,15,{'preference': 3},{'preference': 4},{'preference': 3},{'preference': 4}
eokuda655,Erna,Okuda,30,5,{'preference': 2},{'preference': 3},{'preference': 3},{'preference': 4}
lkleifgen38,Lisbeth,Kleifgen,30,15,{'preference': 5},{'preference': 5},{'preference': 3},{'preference': 4}
jstjohn24,Jade,Stjohn,20,15,{'preference': 3},{'preference': 1},{'preference': 1},{'preference': 2}
jmoreira355,Jazmine,Moreira,20,15,{'preference': 3},{'preference': 3},{'preference': 3},{'preference': 5}
bkrapp768,Bill,Krapp,5,20,{'preference': 3},{'preference': 2},{'preference': 1},{'preference': 1}
zfluet792,Zoe,Fluet,5,30,{'preference': 2},{'preference': 1},{'preference': 4},{'preference': 5}
schallen403,Seth,Challen,5,25,{'preference': 4},{'preference': 2},{'preference': 1},{'preference': 2}
haskland725,Herminia,Askland,15,25,{'preference': 3},{'preference': 4},{'preference': 1},{'preference': 2}
tmutch368,Thad,Mutch,15,10,{'preference': 2},{'preference': 5},{'preference': 5},{'preference': 5}
skuzminski215,Sherrill,Kuzminski,20,15,{'preference': 2},{'preference': 4},{'preference': 2},{'preference': 5}
etumblin226,Elsy,Tumblin,15,30,{'preference': 4},{'preference': 1},{'preference': 2},{'preference': 2}
nvaske436,Neil,Vaske,25,10,{'preference': 5},{'preference': 3},{'preference': 1},{'preference': 4}
wmcnally503,Wilfred,Mcnally,30,10,{'preference': 2},{'preference': 5},{'preference': 4},{'preference': 5}
ntrillo529,Nicholas,Trillo,5,10,{'preference': 1},{'preference': 3},{'preference': 5},{'preference': 1}
ebagu930,Everett,Bagu,30,15,{'preference': 3},{'preference': 1},{'preference': 2},{'preference': 4}
cdede510,Camie,Dede,15,25,{'preference': 1},{'preference': 3},{'preference': 3},{'preference': 4}
amersman390,Aron,Mersman,25,25,{'preference': 1},{'preference': 1},{'preference': 5},{'preference': 3}
fnicola769,Fermin,Nicola,20,25,{'preference': 1},{'preference': 1},{'preference': 1},{'preference': 5}
jisenhart361,Janna,Isenhart,15,30,{'preference': 1},{'preference': 5},{'preference': 2},{'preference': 5}
jables576,John,Ables,10,20,{'preference': 1},{'preference': 5},{'preference': 2},{'preference': 1}
saldrete814,Sheron,Aldrete,20,25,{'preference': 1},{'preference': 4},{'preference': 2},{'preference': 3}
mspeights304,Mozell,Speights,10,5,{'preference': 5},{'preference': 4},{'preference': 2},{'preference': 2}
vfetters946,Vera,Fetters,20,25,{'preference': 1},{'preference': 4},{'preference': 4},{'preference': 1}
blindstedt160,Bobby,Lindstedt,15,5,{'preference': 3},{'preference': 4},{'preference': 4},{'preference': 4}
sstilts95,Suzann,Stilts,10,30,{'preference': 3},{'preference': 2},{'preference': 1},{'preference': 4}
ehermanns574,Edward,Hermanns,30,25,{'preference': 2},{'preference': 2},{'preference': 2},{'preference': 5}
lpoulton40,Lenita,Poulton,10,5,{'preference': 1},{'preference': 1},{'preference': 4},{'preference': 5}
mzullinger397,Moises,Zullinger,5,10,{'preference': 1},{'preference': 3},{'preference': 2},{'preference': 1}
ltemple23,Leanne,Temple,15,5,{'preference': 1},{'preference': 5},{'preference': 2},{'preference': 4}
jgerwe273,Jacob,Gerwe,15,30,{'preference': 1},{'preference': 3},{'preference': 4},{'preference': 5}
bcolegrove237,Billy,Colegrove,30,25,{'preference': 4},{'preference': 1},{'preference': 1},{'preference': 3}
psolas988,Pierre,Solas,30,20,{'preference': 1},{'preference': 2},{'preference': 4},{'preference': 4}
idabrowski713,Irvin,Dabrowski,20,30,{'preference': 2},{'preference': 3},{'preference': 3},{'preference': 3}
lmathurin23,Lilliana,Mathurin,5,10,{'preference': 3},{'preference': 4},{'preference': 2},{'preference': 4}
seargle518,Sid,Eargle,10,15,{'preference': 4},{'preference': 2},{'preference': 2},{'preference': 3}
maiona433,Marcos,Aiona,20,30,{'preference': 1},{'preference': 1},{'preference': 2},{'preference': 2}
rmytych59,Randy,Mytych,15,25,{'preference': 1},{'preference': 3},{'preference': 3},{'preference': 2}
bcordle389,Bernardo,Cordle,10,10,{'preference': 5},{'preference': 3},{'preference': 4},{'preference': 2}
lsanday386,Lauren,Sanday,5,5,{'preference': 4},{'preference': 2},{'preference': 3},{'preference': 4}
kdolney230,Karma,Dolney,5,25,{'preference': 1},{'preference': 1},{'preference': 3},{'preference': 3}
gschmautz78,Garrett,Schmautz,5,5,{'preference': 2},{'preference': 5},{'preference': 3},{'preference': 3}
vbyker387,Verdie,Byker,30,25,{'preference': 5},{'preference': 3},{'preference': 5},{'preference': 4}
kmcdavid502,Kari,Mcdavid,5,15,{'preference': 5},{'preference': 2},{'preference': 1},{'preference': 2}
eodegard268,Ellsworth,Odegard,20,5,{'preference': 4},{'preference': 3},{'preference': 4},{'preference': 4}
dsusman163,Deon,Susman,5,10,{'preference': 5},{'preference': 1},{'preference': 1},{'preference': 4}
mallstott420,Magdalena,Allstott,15,15,{'preference': 1},{'preference': 4},{'preference': 5},{'preference': 4}
hhollin746,Huey,Hollin,15,10,{'preference': 4},{'preference': 4},{'preference': 5},{'preference': 4}
cpataki861,Cierra,Pataki,30,25,{'preference': 5},{'preference': 1},{'preference': 1},{'preference': 4}
emenn375,Elisa,Menn,30,10,{'preference': 4},{'preference': 4},{'preference': 4},{'preference': 2}
kkrammes878,Kai,Krammes,15,10,{'preference': 3},{'preference': 5},{'preference': 2},{'preference': 2}
ebuday353,Eleonore,Buday,5,5,{'preference': 4},{'preference': 4},{'preference': 5},{'preference': 1}
gcariaso355,Gayla,Cariaso,25,15,{'preference': 4},{'preference': 2},{'preference': 3},{'preference': 4}
enoonan691,Elvera,Noonan,10,30,{'preference': 4},{'preference': 4},{'preference': 1},{'preference': 3}
vsephton3,Vena,Sephton,20,20,{'preference': 3},{'preference': 1},{'preference': 4},{'preference': 4}
amestre431,Almeda,Mestre,30,10,{'preference': 4},{'preference': 5},{'preference': 5},{'preference': 3}
vfratto382,Van,Fratto,30,25,{'preference': 2},{'preference': 1},{'preference': 4},{'preference': 3}
lyafai949,Lovie,Yafai,20,15,{'preference': 2},{'preference': 3},{'preference': 3},{'preference': 5}
snabarowsk568,Santa,Nabarowsky,15,10,{'preference': 4},{'preference': 3},{'preference': 3},{'preference': 3}
mrudolph644,Myron,Rudolph,15,25,{'preference': 5},{'preference': 4},{'preference': 1},{'preference': 2}
btischner598,Bessie,Tischner,10,5,{'preference': 5},{'preference': 3},{'preference': 4},{'preference': 4}
mbassham797,Marty,Bassham,30,15,{'preference': 1},{'preference': 2},{'preference': 3},{'preference': 5}
ksodini433,Karima,Sodini,30,25,{'preference': 4},{'preference': 5},{'preference': 4},{'preference': 4}
bmaurais982,Bryce,Maurais,30,30,{'preference': 4},{'preference': 4},{'preference': 3},{'preference': 1}
eclendenen692,Ernie,Clendenen,10,10,{'preference': 1},{'preference': 3},{'preference': 4},{'preference': 5}
rmirto786,Rickey,Mirto,30,10,{'preference': 2},{'preference': 2},{'preference': 2},{'preference': 5}
mgrotzke92,Marianela,Grotzke,30,15,{'preference': 2},{'preference': 5},{'preference': 1},{'preference': 4}
awantz541,Alexander,Wantz,25,20,{'preference': 5},{'preference': 5},{'preference': 5},{'preference': 4}
llinan610,Lawerence,Linan,5,10,{'preference': 5},{'preference': 4},{'preference': 4},{'preference': 4}
kdrewski295,Karlyn,Drewski,15,5,{'preference': 3},{'preference': 4},{'preference': 5},{'preference': 3}
beibell56,Bettye,Eibell,30,5,{'preference': 5},{'preference': 3},{'preference': 3},{'preference': 4}
mband156,Macie,Band,25,15,{'preference': 4},{'preference': 4},{'preference': 3},{'preference': 3}
dgiraldo332,Devora,Giraldo,30,5,{'preference': 5},{'preference': 3},{'preference': 3},{'preference': 5}
danestos582,Demetrius,Anestos,25,20,{'preference': 1},{'preference': 3},{'preference': 2},{'preference': 4}
apedeare80,America,Pedeare,5,20,{'preference': 5},{'preference': 3},{'preference': 3},{'preference': 3}
darchibequ18,Dian,Archibeque,30,10,{'preference': 5},{'preference': 3},{'preference': 4},{'preference': 3}
cfury411,Carlo,Fury,25,15,{'preference': 4},{'preference': 1},{'preference': 4},{'preference': 4}
bfeyen127,Brenda,Feyen,10,20,{'preference': 1},{'preference': 3},{'preference': 2},{'preference': 1}
awolfinbar363,Andra,Wolfinbarger,10,15,{'preference': 1},{'preference': 4},{'preference': 5},{'preference': 2}
mguttormso496,Madge,Guttormson,30,15,{'preference': 5},{'preference': 2},{'preference': 1},{'preference': 5}
dlia350,Darcel,Lia,15,30,{'preference': 4},{'preference': 3},{'preference': 1},{'preference': 2}
ewill926,Eli,Will,30,30,{'preference': 5},{'preference': 5},{'preference': 5},{'preference': 4}
dnations475,Dirk,Nations,5,15,{'preference': 5},{'preference': 2},{'preference': 1},{'preference': 2}
cflemings434,Cole,Flemings,25,20,{'preference': 4},{'preference': 2},{'preference': 3},{'preference': 5}
hgenera337,Harris,Genera,15,25,{'preference': 5},{'preference': 3},{'preference': 3},{'preference': 5}
jrozanski829,Julio,Rozanski,30,10,{'preference': 4},{'preference': 5},{'preference': 4},{'preference': 2}
mdourado891,Marivel,Dourado,5,30,{'preference': 4},{'preference': 3},{'preference': 1},{'preference': 5}
mescovedo777,Malcom,Escovedo,20,10,{'preference': 4},{'preference': 4},{'preference': 2},{'preference': 1}
kcramblet164,Kylee,Cramblet,25,15,{'preference': 3},{'preference': 4},{'preference': 1},{'preference': 3}
mchiaraval369,Mi,Chiaravalle,15,5,{'preference': 5},{'preference': 3},{'preference': 5},{'preference': 3}
iniemi881,Iliana,Niemi,25,25,{'preference': 4},{'preference': 5},{'preference': 5},{'preference': 3}
awallaker289,Alexander,Wallaker,30,15,{'preference': 5},{'preference': 5},{'preference': 3},{'preference': 2}
pheral317,Patrice,Heral,20,25,{'preference': 1},{'preference': 5},{'preference': 3},{'preference': 4}
prunels382,Paula,Runels,10,10,{'preference': 3},{'preference': 5},{'preference': 4},{'preference': 4}
mburritt717,Marge,Burritt,30,25,{'preference': 4},{'preference': 5},{'preference': 5},{'preference': 1}
egalstad47,Emmitt,Galstad,25,15,{'preference': 3},{'preference': 2},{'preference': 2},{'preference': 4}
aallston141,Audie,Allston,5,10,{'preference': 3},{'preference': 3},{'preference': 3},{'preference': 4}
rmccathern842,Rene,Mccathern,5,30,{'preference': 4},{'preference': 4},{'preference': 4},{'preference': 5}
nstingel985,Norine,Stingel,25,5,{'preference': 4},{'preference': 4},{'preference': 5},{'preference': 4}
kpichette366,Kip,Pichette,15,10,{'preference': 1},{'preference': 2},{'preference': 5},{'preference': 5}
lburgey583,Lashell,Burgey,30,10,{'preference': 5},{'preference': 1},{'preference': 2},{'preference': 5}
cjovanovic493,Cierra,Jovanovich,5,15,{'preference': 3},{'preference': 1},{'preference': 3},{'preference': 3}
arobie236,Aurelio,Robie,10,20,{'preference': 5},{'preference': 4},{'preference': 3},{'preference': 3}
aburtle836,Angila,Burtle,30,20,{'preference': 4},{'preference': 5},{'preference': 3},{'preference': 2}
ofreiberge504,Otto,Freiberger,15,30,{'preference': 5},{'preference': 2},{'preference': 3},{'preference': 5}
gpaules746,Gonzalo,Paules,15,30,{'preference': 1},{'preference': 5},{'preference': 4},{'preference': 5}
jairhart370,Jeremy,Airhart,30,30,{'preference': 5},{'preference': 4},{'preference': 1},{'preference': 1}
rszwed870,Rayna,Szwed,20,25,{'preference': 3},{'preference': 4},{'preference': 3},{'preference': 3}
lfeauto615,Lincoln,Feauto,10,10,{'preference': 1},{'preference': 2},{'preference': 4},{'preference': 5}
atarpey824,Agnes,Tarpey,20,30,{'preference': 3},{'preference': 4},{'preference': 1},{'preference': 2}
mrothove399,Maximo,Rothove,20,20,{'preference': 3},{'preference': 4},{'preference': 4},{'preference': 4}
arasmussen654,Alphonso,Rasmussen,25,25,{'preference': 5},{'preference': 3},{'preference': 1},{'preference': 4}
jasbill753,John,Asbill,20,30,{'preference': 3},{'preference': 4},{'preference': 5},{'preference': 4}
ressick287,Ramiro,Essick,25,15,{'preference': 1},{'preference': 4},{'preference': 5},{'preference': 5}
cbila595,Cyril,Bila,10,10,{'preference': 1},{'preference': 2},{'preference': 3},{'preference': 3}
jhagenbaug336,Johnie,Hagenbaugh,25,25,{'preference': 2},{'preference': 3},{'preference': 5},{'preference': 5}
sramnarine21,Spring,Ramnarine,5,30,{'preference': 4},{'preference': 1},{'preference': 2},{'preference': 4}
rnakashima7,Ronnie,Nakashima,20,20,{'preference': 2},{'preference': 3},{'preference': 4},{'preference': 3}
lfan652,Lorean,Fan,25,5,{'preference': 2},{'preference': 4},{'preference': 2},{'preference': 1}
abattistin540,Adolph,Battistini,15,25,{'preference': 3},{'preference': 3},{'preference': 2},{'preference': 3}
clabonvill63,Chris,Labonville,5,10,{'preference': 1},{'preference': 2},{'preference': 5},{'preference': 1}
wwermter911,Wilber,Wermter,25,25,{'preference': 2},{'preference': 1},{'preference': 5},{'preference': 1}
lhardan439,Lucy,Hardan,25,30,{'preference': 2},{'preference': 2},{'preference': 3},{'preference': 4}
lborgerdin271,Letitia,Borgerding,15,10,{'preference': 4},{'preference': 3},{'preference': 4},{'preference': 2}
abelarde598,Ariel,Belarde,30,5,{'preference': 3},{'preference': 4},{'preference': 2},{'preference': 3}
eschwering131,Ellan,Schwering,5,25,{'preference': 3},{'preference': 5},{'preference': 5},{'preference': 2}
gtupper591,Georgiann,Tupper,15,10,{'preference': 5},{'preference': 4},{'preference': 2},{'preference': 1}
sottogary16,Sharlene,Ottogary,15,25,{'preference': 4},{'preference': 4},{'preference': 5},{'preference': 5}
bmanganell647,Blanca,Manganelli,10,15,{'preference': 4},{'preference': 4},{'preference': 2},{'preference': 1}
cpodell652,Carmelo,Podell,30,15,{'preference': 2},{'preference': 3},{'preference': 4},{'preference': 1}
xrockafell315,Xochitl,Rockafellow,15,30,{'preference': 3},{'preference': 1},{'preference': 1},{'preference': 2}
mokuno954,Mitchell,Okuno,30,25,{'preference': 2},{'preference': 3},{'preference': 3},{'preference': 1}
earmada883,Evelina,Armada,5,30,{'preference': 2},{'preference': 5},{'preference': 5},{'preference': 2}
dkemfort122,Darcey,Kemfort,15,25,{'preference': 1},{'preference': 5},{'preference': 3},{'preference': 1}
lkindberg792,Lane,Kindberg,25,30,{'preference': 1},{'preference': 5},{'preference': 4},{'preference': 1}
bsippy607,Brock,Sippy,5,5,{'preference': 5},{'preference': 1},{'preference': 3},{'preference': 3}
psolar574,Paulette,Solar,5,25,{'preference': 3},{'preference': 5},{'preference': 2},{'preference': 4}
dhoneysuck959,Demetria,Honeysucker,25,5,{'preference': 3},{'preference': 3},{'preference': 1},{'preference': 4}
cpinet558,Chelsea,Pinet,30,30,{'preference': 3},{'preference': 4},{'preference': 3},{'preference': 1}
vrodriges52,Vennie,Rodriges,15,30,{'preference': 1},{'preference': 5},{'preference': 2},{'preference': 4}
snowacki488,Sueann,Nowacki,30,5,{'preference': 5},{'preference': 3},{'preference': 5},{'preference': 2}
ejarema60,Eneida,Jarema,15,5,{'preference': 4},{'preference': 3},{'preference': 4},{'preference': 2}
dwatt715,Daphne,Watt,20,10,{'preference': 4},{'preference': 5},{'preference': 1},{'preference': 2}
wpepin216,Wm,Pepin,25,15,{'preference': 2},{'preference': 2},{'preference': 5},{'preference': 2}
cpluvoise665,Carola,Pluvoise,5,15,{'preference': 5},{'preference': 1},{'preference': 4},{'preference': 1}
blupinacci754,Bernie,Lupinacci,25,20,{'preference': 5},{'preference': 5},{'preference': 3},{'preference': 1}
hprisk141,Hubert,Prisk,25,15,{'preference': 1},{'preference': 5},{'preference': 2},{'preference': 2}
igrizzaffi868,Isabelle,Grizzaffi,5,30,{'preference': 2},{'preference': 3},{'preference': 1},{'preference': 1}
sleezer936,Sid,Leezer,25,10,{'preference': 4},{'preference': 5},{'preference': 1},{'preference': 2}
rcampus546,Rashida,Campus,20,5,{'preference': 1},{'preference': 1},{'preference': 2},{'preference': 5}
dways661,Destiny,Ways,30,15,{'preference': 3},{'preference': 5},{'preference': 4},{'preference': 1}
jlou919,Jerold,Lou,5,25,{'preference': 3},{'preference': 5},{'preference': 1},{'preference': 3}
tbagley928,Tawanna,Bagley,15,5,{'preference': 4},{'preference': 1},{'preference': 5},{'preference': 4}
shayertz881,Stan,Hayertz,10,10,{'preference': 5},{'preference': 2},{'preference': 1},{'preference': 2}
pcrunkilto237,Phil,Crunkilton,15,30,{'preference': 2},{'preference': 2},{'preference': 1},{'preference': 1}
sharootuni237,Sandi,Harootunian,15,25,{'preference': 3},{'preference': 3},{'preference': 4},{'preference': 1}
mbuess455,Mollie,Buess,5,5,{'preference': 3},{'preference': 1},{'preference': 4},{'preference': 4}
loseguera824,Lakeshia,Oseguera,10,15,{'preference': 4},{'preference': 2},{'preference': 5},{'preference': 1}
lfland970,Letty,Fland,10,20,{'preference': 2},{'preference': 2},{'preference': 4},{'preference': 4}
dhesse704,Daphne,Hesse,30,10,{'preference': 4},{'preference': 2},{'preference': 4},{'preference': 5}
djoshlin518,Demetrice,Joshlin,15,30,{'preference': 1},{'preference': 1},{'preference': 4},{'preference': 5}
kharnar211,Krystyna,Harnar,25,30,{'preference': 3},{'preference': 5},{'preference': 4},{'preference': 2}
ckelchner870,Chadwick,Kelchner,20,20,{'preference': 4},{'preference': 1},{'preference': 4},{'preference': 4}
agranados144,Akiko,Granados,10,15,{'preference': 2},{'preference': 5},{'preference': 2},{'preference': 3}
nhaugabroo47,Nettie,Haugabrook,25,5,{'preference': 5},{'preference': 5},{'preference': 2},{'preference': 5}
bmarini275,Bonny,Marini,15,5,{'preference': 2},{'preference': 1},{'preference': 3},{'preference': 2}
rroitman77,Ramonita,Roitman,10,5,{'preference': 3},{'preference': 4},{'preference': 4},{'preference': 2}
xpfarr605,Xavier,Pfarr,30,5,{'preference': 2},{'preference': 4},{'preference': 1},{'preference': 3}
schau39,Sharan,Chau,20,10,{'preference': 4},{'preference': 3},{'preference': 4},{'preference': 1}
cvarga579,Charlie,Varga,20,25,{'preference': 1},{'preference': 2},{'preference': 1},{'preference': 1}
sclarkson665,Stefania,Clarkson,30,20,{'preference': 2},{'preference': 3},{'preference': 3},{'preference': 2}
efedora853,Errol,Fedora,20,10,{'preference': 2},{'preference': 2},{'preference': 3},{'preference': 2}
tfiora541,Tory,Fiora,30,10,{'preference': 2},{'preference': 2},{'preference': 1},{'preference': 4}
nseledon893,Nicky,Seledon,25,20,{'preference': 5},{'preference': 1},{'preference': 2},{'preference': 1}
bschwarzlo369,Beula,Schwarzlose,20,30,{'preference': 1},{'preference': 2},{'preference': 3},{'preference': 4}
aholleyman504,Antonina,Holleyman,10,30,{'preference': 5},{'preference': 3},{'preference': 5},{'preference': 5}
mewoldt757,Mana,Ewoldt,25,5,{'preference': 1},{'preference': 2},{'preference': 4},{'preference': 4}
tfensterma81,Tomeka,Fenstermaker,15,5,{'preference': 4},{'preference': 5},{'preference': 2},{'preference': 5}
jseiler713,Janine,Seiler,10,25,{'preference': 2},{'preference': 3},{'preference': 5},{'preference': 4}
eskorcz926,Eliseo,Skorcz,5,15,{'preference': 1},{'preference': 2},{'preference': 1},{'preference': 5}
sbasher987,Samantha,Basher,10,15,{'preference': 5},{'preference': 2},{'preference': 4},{'preference': 4}
ygrealish352,Yuette,Grealish,20,25,{'preference': 1},{'preference': 1},{'preference': 4},{'preference': 3}
jvonsooste523,Jenine,Vonsoosten,5,10,{'preference': 5},{'preference': 2},{'preference': 3},{'preference': 2}
bmena151,Benedict,Mena,30,10,{'preference': 4},{'preference': 1},{'preference': 1},{'preference': 4}
sbahoora872,Shane,Bahoora,25,15,{'preference': 4},{'preference': 4},{'preference': 1},{'preference': 1}
lcruse116,Lemuel,Cruse,20,20,{'preference': 3},{'preference': 3},{'preference': 1},{'preference': 5}
sdallesand155,Sal,Dallesandro,20,25,{'preference': 3},{'preference': 5},{'preference': 5},{'preference': 3}
msaleha556,Mina,Saleha,15,30,{'preference': 3},{'preference': 5},{'preference': 5},{'preference': 5}
tkinser696,Terence,Kinser,25,5,{'preference': 4},{'preference': 4},{'preference': 2},{'preference': 2}
abierkortt59,Aurea,Bierkortte,10,10,{'preference': 2},{'preference': 3},{'preference': 2},{'preference': 1}
tschuessle490,Teddy,Schuessler,10,25,{'preference': 3},{'preference': 2},{'preference': 5},{'preference': 3}
mwoerner862,Merlene,Woerner,25,20,{'preference': 2},{'preference': 1},{'preference': 3},{'preference': 2}
fharamoto380,Faith,Haramoto,25,10,{'preference': 5},{'preference': 2},{'preference': 1},{'preference': 5}
