id,nameFirst,nameLast,origin,likert.valuesFriendship,likert.valuesFamily,likert.valuesCommunity,likert.valuesSelf,likert.valuesFaith,likert.valuesEducation,likert.valuesHealth,likert.valuesStrength,semDiff.dogCat,semDiff.donutMunchkins,semDiff.cakePie,semDiff.steelersPirates
smoreno791,Sybil,Moreno,MO,2,3,4,1,2,1,5,3,2,2,3,2
hcuascut200,Hilaria,Cuascut,HI,1,3,2,1,5,5,3,1,2,4,1,4
emenon940,Emery,Menon,AZ,1,2,4,4,4,4,4,4,3,1,3,2
lschau672,Laurene,Schau,WV,2,2,1,2,3,3,1,2,3,3,4,2
aartibee870,Alethea,Artibee,WV,2,5,1,4,3,5,3,5,2,4,1,5
blyerla636,Blanch,Lyerla,GA,1,4,5,5,5,2,1,4,2,1,3,4
gmeitner6,George,Meitner,CA,4,2,5,4,4,4,2,3,4,1,1,2
tfriedmann956,Trang,Friedmann,MA,5,5,1,1,2,1,3,3,4,1,3,1
bdolder155,Ben,Dolder,VA,5,2,5,2,4,3,2,1,2,5,5,3
emannschre557,Elodia,Mannschreck,VT,2,1,2,5,5,2,3,2,3,1,1,4
hwallravin225,Herman,Wallravin,VA,2,2,4,4,5,4,2,5,1,2,1,1
dlevario947,Danial,Levario,WV,2,1,3,2,1,3,5,2,1,5,3,4
fyazdani841,Filiberto,Yazdani,AK,4,3,1,5,5,3,1,2,3,1,5,1
ascanio625,Adalberto,Scanio,ME,4,1,4,3,1,1,5,2,1,5,1,2
vswecker470,Velva,Swecker,CT,1,1,5,5,4,3,4,2,5,2,1,3
mlinman644,Maybelle,Linman,MN,2,1,4,5,1,4,1,3,1,1,3,5
lwittenbor265,Lesley,Wittenborn,MO,1,2,3,2,5,2,5,4,5,5,5,5
scabatu974,Seth,Cabatu,OR,5,5,5,1,4,3,1,4,2,4,1,4
jpawlusiak212,Janice,Pawlusiak,NM,4,2,4,2,3,1,3,3,5,1,3,3
cpeiffer684,Candace,Peiffer,ME,4,1,1,2,1,2,3,5,5,3,2,4
gbehner881,Garret,Behner,AK,1,3,5,3,4,5,3,5,3,5,5,2
amusson87,Adelaida,Musson,NV,2,5,1,2,1,2,3,4,5,3,3,2
wgorman577,Wilford,Gorman,WV,3,2,2,2,3,3,5,2,2,1,5,3
skahill271,Stuart,Kahill,UT,2,4,2,1,5,3,1,2,4,4,4,4
rmyrie881,Rhett,Myrie,AL,5,3,1,5,3,1,3,5,3,1,4,1
kshakir821,Kisha,Shakir,KS,1,1,2,2,4,2,4,5,2,2,1,1
adykhouse554,Ariel,Dykhouse,VT,2,3,5,3,3,2,1,1,1,4,2,3
mszopinski78,Marth,Szopinski,WY,4,3,5,2,3,3,4,1,2,2,1,3
bhalfmann825,Berenice,Halfmann,WY,1,3,3,1,1,1,1,1,1,1,3,3
rgiacolett217,Remedios,Giacoletti,CA,1,4,3,3,1,4,4,2,1,1,4,4
nbinns961,Norbert,Binns,OH,2,3,5,5,5,5,1,5,2,2,1,2
bkounthong825,Bertram,Kounthong,SD,1,5,2,1,2,2,3,3,3,3,5,2
bzolnoske44,Blanche,Zolnoske,OR,2,1,1,2,5,4,3,4,1,1,3,3
sbame902,Sidney,Bame,ND,5,2,5,5,4,3,5,2,3,3,5,4
aoler868,Anissa,Oler,OR,5,3,5,3,4,2,3,1,5,1,4,2
cmagelssen61,Christian,Magelssen,WY,3,5,4,3,5,3,2,4,5,3,2,2
cbokor403,Cedrick,Bokor,TX,4,5,4,2,5,2,1,4,3,3,1,4
cmuckey92,Cammie,Muckey,NC,5,3,1,3,1,1,2,5,3,1,5,4
mcrytzer627,Mable,Crytzer,CT,1,3,2,3,4,5,4,1,2,5,1,1
akeilen419,Antione,Keilen,LA,4,5,5,1,3,1,3,3,2,1,1,4
dmagaddino732,Diedra,Magaddino,WA,3,2,5,4,5,3,4,5,2,2,4,2
dbuttimer46,Divina,Buttimer,TN,5,1,1,2,1,4,3,1,2,4,4,2
lnitzsche361,Linh,Nitzsche,MI,3,4,2,4,1,3,1,2,5,5,1,4
epicketts950,Eileen,Picketts,WI,2,1,1,2,4,4,2,5,4,1,5,5
cstanick9,Cathrine,Stanick,WY,4,1,2,3,2,2,5,4,5,4,4,1
pdafonseca403,Pricilla,Dafonseca,LA,2,3,3,3,5,3,2,5,2,5,5,5
jbelvin941,Jefferey,Belvin,IA,4,2,2,5,2,5,1,2,4,3,5,4
mspellman364,Madelyn,Spellman,NV,1,2,3,4,4,4,2,3,1,1,5,3
syahl38,Sergio,Yahl,MI,3,1,4,4,2,2,5,2,1,5,4,1
jbranner989,Johanna,Branner,OH,5,2,5,3,5,2,1,4,3,3,5,5
tegvirre730,Twyla,Egvirre,OK,2,3,5,3,3,2,3,5,2,3,4,1
mtewes900,Miss,Tewes,GA,5,4,4,5,1,3,2,3,2,3,5,5
bretterath242,Barry,Retterath,NC,2,1,2,2,5,3,5,4,2,4,1,2
mlewandosk529,Marshall,Lewandoski,MS,1,2,1,3,3,5,5,5,4,5,1,5
cbustos920,Christian,Bustos,VT,1,1,1,3,3,3,4,2,3,1,5,2
kpekala319,Kylee,Pekala,RI,1,3,5,2,1,1,2,3,3,3,4,2
lpinsky153,Liliana,Pinsky,NH,4,3,3,1,1,1,1,5,1,2,3,4
clienemann954,Chante,Lienemann,WV,2,2,5,5,2,4,3,4,3,5,5,1
rlocorrier470,Rosalia,Locorriere,GA,4,3,5,5,5,5,1,1,4,3,2,5
mpetrich479,Minh,Petrich,NV,2,1,4,4,3,4,1,1,2,3,4,1
cyeats462,Cassey,Yeats,NY,5,3,4,4,1,2,3,5,2,1,1,1
nhilkert778,Neal,Hilkert,DE,3,1,5,4,1,5,2,5,4,5,2,5
evarron884,Eboni,Varron,VT,5,5,4,2,3,5,2,4,4,5,5,1
fmorinvill57,Florine,Morinville,TX,1,5,5,3,5,4,4,1,5,3,4,4
jdirth907,Jared,Dirth,OK,4,2,4,2,1,5,1,4,2,5,2,1
hka193,Hannelore,Ka,CO,2,1,2,2,1,3,5,4,2,3,3,5
rsorrel984,Rosina,Sorrel,NY,2,1,3,4,2,5,3,5,4,4,1,5
rbernes695,Robin,Bernes,IL,2,2,3,5,3,4,5,5,4,2,3,3
sgouldman379,Sage,Gouldman,NJ,1,2,1,1,3,2,3,4,5,1,3,4
wmeservey952,Wendell,Meservey,IL,3,1,3,3,3,3,2,3,1,3,3,5
jsolimini53,Jules,Solimini,TX,5,1,4,4,4,2,1,1,2,3,2,5
hsusla536,Horacio,Susla,NC,4,3,1,4,5,3,2,1,2,1,5,5
rmacareno218,Reuben,Macareno,WA,3,2,3,5,1,3,2,3,5,4,5,3
rbarkan489,Ross,Barkan,OR,1,3,5,4,5,5,3,4,4,5,3,2
bgutherie714,Buck,Gutherie,KY,1,2,3,1,5,5,2,1,1,2,3,2
tsteckley934,Theron,Steckley,VA,3,1,5,4,5,2,4,3,1,3,1,1
bcua709,Booker,Cua,TN,5,2,3,4,5,3,1,2,5,4,1,5
maltenbach714,Max,Altenbach,FL,4,4,1,5,1,4,3,4,3,5,3,3
dkraetsch880,Deangelo,Kraetsch,OR,5,4,1,3,3,2,2,2,5,1,3,2
hroubekas252,Helen,Roubekas,MI,1,3,2,1,4,2,2,2,2,1,2,1
cpizzolato619,Cara,Pizzolato,NC,1,2,4,5,5,3,1,3,5,4,4,5
jrosich834,Jeffrey,Rosich,NC,5,1,1,3,3,2,4,3,2,4,1,2
cpiper240,Chae,Piper,WV,4,1,1,1,4,1,1,3,2,3,3,1
mbutterwor464,Mario,Butterworth,LA,2,1,2,2,1,1,3,4,1,3,5,4
vparrish433,Vernon,Parrish,ND,4,2,2,5,4,1,1,4,1,5,3,4
jkager281,Jimmy,Kager,ND,4,1,3,1,5,3,3,2,3,1,3,1
evandersch434,Eboni,Vanderschoot,UT,5,3,4,5,3,3,4,2,3,3,2,2
lrary829,Lavonne,Rary,AZ,2,4,5,2,4,1,2,4,5,4,1,2
dstehle70,Don,Stehle,WI,4,2,5,5,4,3,2,2,1,1,2,1
prasor141,Phil,Rasor,MT,3,3,5,1,2,3,5,5,2,5,1,3
ymickell486,Yolanda,Mickell,MI,1,2,1,3,5,3,2,3,4,3,5,4
mgolec330,Mabel,Golec,IL,5,2,1,3,1,1,4,1,4,5,2,4
dmobbs508,Danilo,Mobbs,RI,1,1,2,3,1,3,4,5,5,2,4,2
jheavin523,Jenice,Heavin,NM,3,5,3,3,3,2,3,3,1,1,3,1
asallings296,Abraham,Sallings,GA,2,4,5,5,1,3,2,4,2,1,3,1
ccrawshaw272,Cristopher,Crawshaw,CT,4,2,4,5,4,3,4,5,1,4,2,5
lkent989,Leonida,Kent,ME,1,2,2,2,2,3,2,3,4,4,2,4
rwillette585,Ronny,Willette,VA,5,2,3,5,1,3,5,4,2,1,2,3
wkohatsu234,Wilhelmina,Kohatsu,OK,3,4,3,1,4,5,1,4,2,1,2,2
labernethy757,Lanora,Abernethy,NM,2,1,3,1,2,3,4,4,2,3,4,5
mrhinebolt285,Marleen,Rhinebolt,IA,1,5,3,5,5,2,3,5,2,5,2,2
gkirkland940,Gavin,Kirkland,NJ,4,1,1,3,1,2,5,4,5,5,3,1
sbroadstre308,Stanford,Broadstreet,HI,3,2,3,2,1,5,3,2,1,4,3,4
iwillyard516,Irene,Willyard,NE,4,3,1,4,2,3,5,4,5,1,5,5
mjanda890,Margurite,Janda,KS,5,5,4,5,1,3,4,4,5,3,5,3
fsarni396,Freddy,Sarni,OK,2,1,1,5,1,3,2,4,4,2,3,2
tfahrendor50,Tracy,Fahrendorff,ME,5,3,3,2,1,1,3,4,4,3,2,5
zbristo882,Zola,Bristo,WY,4,1,1,5,3,4,1,2,1,2,1,2
abealle84,Aaron,Bealle,AL,3,3,1,5,3,4,2,2,1,5,1,1
tmcie623,Troy,Mcie,DE,5,5,1,3,5,4,2,2,1,4,4,2
mherdman133,Meg,Herdman,GA,1,5,2,5,2,3,3,4,1,2,1,3
azubrzycki224,Alphonso,Zubrzycki,NE,5,2,5,5,1,2,3,2,1,3,1,2
dbrais775,Dino,Brais,NM,1,2,1,3,5,5,5,5,5,4,3,4
jmilani735,Ji,Milani,AR,5,2,3,5,1,5,1,2,2,4,3,5
wpiacitell894,Wendie,Piacitelli,VT,5,4,5,3,3,5,3,2,1,1,4,2
aperlow574,Abbey,Perlow,NH,5,2,3,4,2,1,5,4,3,5,4,4
atakata597,Arturo,Takata,KY,4,1,5,3,3,3,4,4,4,2,3,1
gstrattman921,Garth,Strattman,AL,4,2,4,1,4,3,5,1,2,1,2,2
atortorell142,Aimee,Tortorelli,NV,5,3,1,2,3,5,1,5,4,5,1,5
ethibadeau415,Edda,Thibadeau,IA,4,2,5,4,4,5,4,5,5,5,4,2
ckhan79,Carie,Khan,SC,4,4,3,5,5,1,5,1,4,5,5,3
ebirdo9,Erasmo,Birdo,PA,3,1,3,1,1,2,3,1,5,3,4,5
jazzano157,Jona,Azzano,UT,3,3,3,5,5,1,3,3,3,2,5,5
wvanry991,Winston,Vanry,VT,2,2,2,2,4,4,1,4,4,1,5,5
prodriguel657,Petra,Rodriguel,AZ,5,1,2,4,3,4,5,1,5,3,5,2
jbonaccors417,Josiah,Bonaccorsi,WV,5,2,4,1,4,2,5,1,4,4,1,4
sbudesa145,Sharri,Budesa,MS,5,1,5,5,3,3,3,4,2,1,3,2
ceiselein188,Christel,Eiselein,MO,4,2,2,3,5,3,4,4,2,3,1,5
ljaynes902,Linwood,Jaynes,ND,4,4,4,4,1,4,2,3,4,3,4,5
oishak770,Olin,Ishak,AZ,2,5,1,1,5,1,1,1,4,4,2,2
snguyn769,Stacey,Nguyn,IA,5,2,3,2,5,1,3,1,5,5,3,1
arobilotto352,Angelina,Robilotto,OK,1,4,1,1,1,5,2,3,3,5,5,4
tlavertu802,Thomas,Lavertu,NY,4,5,3,4,5,2,2,5,1,2,5,4
gdenoble325,Gene,Denoble,WI,3,5,1,2,2,5,5,5,2,4,3,3
kdesamparo279,Kristeen,Desamparo,CT,4,4,2,2,5,4,4,5,5,2,4,1
kkerber259,Keven,Kerber,AR,1,3,5,2,4,3,4,4,2,2,1,3
amcqueeny623,Anita,Mcqueeny,VA,4,5,2,5,2,4,3,1,1,3,5,4
sarchbell963,Sena,Archbell,NM,1,2,2,1,1,3,2,3,1,4,1,5
hsahara11,Holley,Sahara,OR,5,4,2,5,1,1,4,4,1,5,1,4
tfazekas913,Tracey,Fazekas,NY,5,4,2,4,2,1,1,2,5,5,5,4
efalero137,Elliott,Falero,NV,2,2,3,2,4,3,1,2,2,5,5,3
onotah402,Olin,Notah,FL,4,2,4,4,3,2,4,1,3,2,1,2
kmccarrel657,Keneth,Mccarrel,OK,2,3,3,2,2,1,5,2,1,3,1,1
mhogle307,Myrl,Hogle,ID,4,4,2,4,4,5,3,3,5,5,3,4
scuffy897,Scott,Cuffy,ME,4,3,3,2,3,2,5,2,1,3,2,1
lwadley156,Lashaunda,Wadley,MA,1,5,5,5,4,5,1,2,5,1,5,3
jwactor156,Janessa,Wactor,TN,3,3,4,5,4,5,2,5,3,2,5,1
rburtchell67,Ruthanne,Burtchell,KY,3,2,5,2,5,1,5,3,3,1,2,1
egreising873,Emory,Greising,KY,5,2,5,5,2,1,1,3,4,3,1,5
ccalhaun739,Chris,Calhaun,NM,3,1,4,5,4,3,4,2,3,5,3,2
cpecht83,Clare,Pecht,NV,2,3,3,3,3,5,1,2,5,2,1,1
cmcclaskey929,Cecil,Mcclaskey,TX,5,4,4,2,1,1,3,5,2,1,1,3
ppinder674,Porfirio,Pinder,IA,1,4,2,2,2,5,5,2,3,2,2,1
tbergemann897,Tyson,Bergemann,WY,5,5,3,5,3,4,2,2,3,4,4,5
athrun247,Adam,Thrun,IN,1,1,3,5,1,3,5,2,2,4,4,3
darnone468,Dagmar,Arnone,HI,5,5,5,1,1,4,2,4,5,4,3,2
jswiderski499,Josphine,Swiderski,IA,2,4,3,4,1,3,4,1,1,5,1,1
dbriagas824,Darron,Briagas,FL,4,3,3,5,2,5,2,1,2,5,5,4
wdulaney953,Whitney,Dulaney,OR,3,5,2,1,3,1,3,5,1,1,3,5
rbreece958,Rosenda,Breece,WY,4,4,5,2,1,2,4,4,4,2,4,2
ibaldonado70,Isela,Baldonado,WY,4,2,5,5,5,4,4,1,5,3,2,4
hfunke119,Hugo,Funke,TX,2,5,1,1,2,2,5,3,3,5,1,3
gmcquillen286,Galen,Mcquillen,FL,1,1,4,3,4,4,4,4,5,2,3,3
jnakken990,Joetta,Nakken,ME,2,5,3,3,2,3,4,2,3,2,5,2
smak846,Sona,Mak,IL,4,2,4,3,3,4,1,5,2,5,2,1
emeshell925,Ellamae,Meshell,NM,3,3,4,3,1,1,5,5,2,2,4,3
derpelding274,Daniel,Erpelding,MS,5,5,2,3,2,5,1,4,1,2,2,3
lmcnelis618,Leon,Mcnelis,AR,3,4,1,2,1,2,2,2,3,1,3,1
jheidelber718,Johnathon,Heidelberg,SD,4,1,1,2,2,5,5,1,3,5,2,2
bsandvik430,Brunilda,Sandvik,MA,1,4,3,2,5,4,2,1,4,2,2,1
lmyslim291,Loris,Myslim,MN,5,2,5,5,4,1,2,4,5,5,2,2
labdallah976,Lucy,Abdallah,MD,2,1,2,5,4,5,4,1,3,2,5,3
hclemmon636,Hubert,Clemmon,IL,5,3,1,5,3,4,2,1,3,1,5,3
rpenning403,Randi,Penning,GA,4,3,1,3,2,1,5,3,3,4,3,5
ralcini610,Robert,Alcini,AK,3,5,5,5,1,4,4,1,4,2,2,3
eriskalla16,Ewa,Riskalla,MA,5,4,4,3,4,1,1,4,1,1,3,2
vrhoan484,Vina,Rhoan,CA,2,2,4,3,3,3,5,5,1,1,1,3
cnewquist274,Chas,Newquist,DE,1,4,2,4,2,1,5,5,5,2,4,1
knegrisor596,Kareem,Negrisor,CT,4,5,3,4,1,4,3,2,1,1,5,3
dellerby39,Diedra,Ellerby,IL,4,4,5,5,4,3,3,2,5,2,1,3
eeckstein56,Eliana,Eckstein,NM,3,2,3,2,5,5,3,2,4,2,3,3
lwayner920,Lindsay,Wayner,NH,4,4,1,5,1,2,2,5,5,4,2,1
fperrot178,Florentina,Perrot,MS,2,4,1,3,4,1,4,1,2,2,2,5
pdenetclaw945,Preston,Denetclaw,LA,5,2,1,1,2,5,2,4,2,4,3,1
ceckrote587,Carolyne,Eckrote,ND,5,2,1,5,3,5,4,1,1,2,4,2
bpyper156,Britt,Pyper,GA,5,2,4,3,3,1,5,2,5,3,2,5
gstarritt119,Gregory,Starritt,NH,3,1,4,5,5,2,3,1,2,4,2,4
delk52,Dann,Elk,AZ,1,5,2,1,5,4,4,1,5,5,1,4
bfedor23,Bonita,Fedor,TN,1,4,2,1,3,2,2,5,1,5,1,1
fbenskin916,Fay,Benskin,CO,1,4,5,5,3,1,2,3,5,5,5,2
tcutt824,Tobias,Cutt,MI,5,2,2,1,5,2,3,5,3,2,4,1
acasarz410,Agustin,Casarz,AR,1,3,5,1,1,2,3,4,5,3,5,2
hroseum881,Hilton,Roseum,OR,2,3,3,2,3,3,5,3,5,2,1,4
kledger162,Kaylee,Ledger,MI,5,5,5,3,2,4,3,5,4,5,2,3
cgammill251,Chi,Gammill,VA,4,5,5,2,3,1,4,1,4,4,5,2
mpollard207,Monte,Pollard,VT,4,3,2,5,4,1,1,2,3,5,5,2
jglazener422,Jamie,Glazener,WY,2,1,2,2,1,4,5,2,2,5,1,4
hortolf678,Harrison,Ortolf,KS,5,3,1,5,4,1,4,3,5,1,1,1
ttowe816,Tiffanie,Towe,LA,5,3,2,1,5,2,3,4,5,2,5,2
jkozyra573,Janette,Kozyra,NJ,5,1,5,5,4,2,2,1,1,2,4,3
geagen760,Gregg,Eagen,CO,5,4,1,4,4,2,1,1,1,2,5,2
qderossett549,Quintin,Derossett,TX,2,3,5,1,3,1,5,2,1,1,4,4
zstecklein772,Zane,Stecklein,NV,5,2,1,5,3,2,4,5,5,4,2,3
hsultaire306,Hermine,Sultaire,CA,1,1,3,5,3,1,3,4,2,4,1,4
ocancilla894,Ollie,Cancilla,WA,3,5,2,2,4,3,5,3,1,5,4,1
sschain716,Sonny,Schain,DE,1,4,1,2,2,3,3,3,3,5,2,2
gwharton793,Gonzalo,Wharton,AK,2,1,5,5,1,2,1,1,1,3,4,3
ayerbich267,Audrie,Yerbich,IN,1,1,2,3,3,1,1,2,3,1,2,3
jaaby522,Jacquelyn,Aaby,AK,5,3,5,5,1,4,4,4,3,3,3,1
ogerich92,Octavio,Gerich,MA,4,3,1,4,4,1,1,5,2,2,2,1
izeleny705,Ian,Zeleny,TN,3,5,1,1,2,4,3,2,5,2,4,1
juselton556,Jo,Uselton,MI,1,2,4,5,5,4,5,5,3,3,2,5
stemple307,Soraya,Temple,AL,3,2,2,4,5,1,3,1,5,5,5,5
cdrews271,Candida,Drews,UT,3,5,3,3,3,5,4,1,2,4,2,1
skosoff895,Stefan,Kosoff,FL,4,3,5,4,4,2,3,4,1,1,1,1
posenkowsk790,Paz,Osenkowski,NH,4,1,4,1,5,5,4,1,1,5,5,3
fchareunra292,Felton,Chareunrath,VA,5,1,1,5,1,3,5,4,5,5,3,4
afroid498,Annette,Froid,AZ,5,5,3,4,4,5,1,4,3,1,4,4
ccoulter493,Clement,Coulter,IA,1,3,4,4,3,2,3,4,5,4,1,2
sscioneaux982,Sarai,Scioneaux,AZ,4,4,2,3,2,2,2,4,5,5,2,1
tisherwood188,Titus,Isherwood,AK,5,3,5,3,1,3,4,1,1,5,1,4
otiburcio715,Omer,Tiburcio,NE,4,2,2,4,5,2,5,4,3,1,4,1
lhollyfiel539,Lacy,Hollyfield,MI,2,4,1,1,3,3,4,1,3,2,1,2
rkitelinge78,Russell,Kitelinger,NY,5,2,3,1,4,5,2,4,1,2,5,3
jnusom496,Jeniffer,Nusom,LA,1,1,1,5,4,3,5,3,4,1,3,3
misaksen13,Maren,Isaksen,NV,1,4,2,5,3,2,4,1,2,2,5,1
bdaniell426,Berneice,Daniell,MO,2,3,1,4,4,1,1,5,1,3,1,5
yroddey269,Young,Roddey,SC,3,4,5,4,3,2,1,2,2,2,3,3
rbanez432,Rupert,Banez,ND,3,1,5,1,1,4,4,1,1,4,5,3
eemdee495,Elliott,Emdee,OK,1,4,5,3,1,5,4,2,4,3,5,1
rjafari373,Reed,Jafari,RI,5,5,5,2,4,3,5,4,3,5,1,2
mmabel145,Maynard,Mabel,ME,1,4,4,1,4,3,3,1,5,4,4,2
amarcelle203,Antionette,Marcelle,MO,5,4,3,1,2,1,5,1,5,5,3,5
smeja736,Shane,Meja,DE,5,2,3,4,3,1,3,4,2,4,5,4
dschutzenh38,Donald,Schutzenhofer,OK,5,5,5,2,3,4,4,3,5,4,3,3
vstankiewi730,Veronica,Stankiewicz,CA,4,2,4,4,4,4,3,3,1,4,3,3
acelenza457,Aurora,Celenza,RI,3,1,1,5,3,1,3,2,4,3,2,5
rbernard632,Rolland,Bernard,NE,3,2,5,2,4,1,4,4,3,1,5,5
tmetzga249,Tory,Metzga,MN,1,4,3,3,3,5,4,3,2,4,1,5
mconnerton791,Meaghan,Connerton,VA,3,5,2,2,1,2,5,3,1,5,4,2
vfile939,Veronica,File,NC,5,3,4,1,2,1,3,1,3,5,5,4
rprottsman130,Randal,Prottsman,MO,5,3,2,1,2,4,2,3,1,3,5,4
msitsler124,Maximina,Sitsler,AR,3,5,5,4,2,2,5,2,2,4,4,3
wrambo730,Walker,Rambo,CO,2,2,2,3,3,1,1,3,2,3,3,3
hblaich556,Heidy,Blaich,LA,2,3,5,4,3,3,2,5,1,1,3,2
rwinkler289,Rodger,Winkler,NM,2,1,3,2,1,4,3,3,3,5,2,2
vbarnett281,Vena,Barnett,DE,5,4,4,3,5,3,2,3,3,1,4,3
jblassinga155,Jeanine,Blassingame,ID,4,2,5,3,3,4,5,5,3,3,5,5
ngabriel643,Nelia,Gabriel,NY,2,5,3,2,2,3,2,3,1,5,2,5
mmarkarian424,Milton,Markarian,LA,4,1,1,1,3,1,4,2,5,4,5,3
fholtman176,Frances,Holtman,NY,2,1,4,5,4,5,5,2,1,4,1,4
gpembleton415,Giselle,Pembleton,MO,2,3,2,1,5,1,2,5,3,4,4,5
gdirose657,Gladis,Dirose,OK,3,4,4,3,3,1,4,3,3,1,5,4
lheberer228,Lilliana,Heberer,MI,2,5,4,3,5,2,3,2,4,2,3,3
lfioravant483,Lauren,Fioravanti,NY,1,4,5,5,4,4,1,4,5,1,3,3
msodek474,Margaretta,Sodek,NY,4,5,4,3,1,1,1,3,1,4,5,5
jbilotta488,Josefine,Bilotta,MI,4,5,2,4,5,3,2,1,4,3,4,3
sgrigsby940,Stacee,Grigsby,NH,3,5,3,2,4,1,2,5,5,3,1,4
rblackbird776,Raymundo,Blackbird,IL,1,3,4,2,4,2,1,1,4,2,1,1
dfletes884,Dorian,Fletes,MS,1,2,5,2,4,3,4,2,1,5,5,2
lhawthorne772,Lise,Hawthorne,CT,2,1,5,1,4,4,3,3,3,1,1,3
ddelano507,Daine,Delano,IN,4,1,5,4,3,5,4,3,3,4,5,3
fsylla326,Fernande,Sylla,UT,1,4,1,4,3,1,2,3,4,4,1,3
djimenz810,Damon,Jimenz,TX,5,4,4,5,2,5,1,1,5,1,4,2
rgins57,Rodney,Gins,KS,3,2,4,2,3,4,2,5,2,3,2,4
pkwasnik186,Paulene,Kwasnik,CA,2,4,3,2,5,2,2,2,5,4,4,3
starbet941,Shakia,Tarbet,WV,4,2,4,5,4,2,5,4,5,3,4,2
lmena778,Landon,Mena,CO,3,2,2,2,3,5,2,5,1,2,1,4
bbieri743,Britteny,Bieri,NV,2,4,1,5,4,5,4,2,3,4,5,1
aplass465,Alonzo,Plass,TN,4,3,2,5,1,5,1,1,3,3,4,5
mcommodore652,Merrill,Commodore,HI,1,2,4,5,4,5,2,1,4,4,2,1
fmarsaw836,Faustino,Marsaw,CA,5,4,2,3,2,2,4,5,5,1,1,5
rclowes66,Rona,Clowes,IL,2,1,3,1,2,5,4,4,1,2,3,5
dtabak446,Drema,Tabak,TN,2,1,5,4,4,2,2,3,3,3,4,2
acapetillo622,Avis,Capetillo,RI,1,4,4,1,3,4,4,4,4,5,5,4
meberhard615,Myrtis,Eberhard,OR,2,3,1,2,1,2,3,3,5,3,2,2
soregan986,Sid,Oregan,OR,1,5,3,1,1,3,5,3,5,2,5,1
mschnurbus51,Mikel,Schnurbusch,AR,5,5,4,5,1,1,2,2,4,3,4,2
mcorlew711,Moses,Corlew,OK,4,5,3,3,3,4,2,5,3,3,5,2
jlomino721,Jacqui,Lomino,MT,1,1,3,1,4,5,4,3,4,4,1,2
afedderly428,Avery,Fedderly,AK,3,5,1,4,3,1,4,3,1,5,3,3
jfedergree519,Joane,Federgreen,TN,3,5,1,1,2,4,1,3,2,4,2,2
iureta81,Isa,Ureta,CT,1,4,5,1,4,3,5,4,4,3,4,1
mstawicki619,Meghan,Stawicki,PA,1,5,5,4,3,5,2,5,5,3,4,4
dcroteau235,Darron,Croteau,NM,2,2,2,3,1,5,4,1,5,3,3,4
fimaizumi569,Felice,Imaizumi,NH,3,1,3,1,3,5,4,3,1,2,4,5
jfellows470,Jacob,Fellows,MA,5,3,2,4,4,4,2,5,3,4,4,1
vlumbley690,Van,Lumbley,NY,1,5,2,3,3,1,5,5,3,2,2,3
tkommer390,Todd,Kommer,NH,1,1,1,3,5,2,2,1,2,2,1,1
rlebsack241,Randolph,Lebsack,NY,1,1,3,2,1,1,2,4,1,3,5,2
bmatchett155,Beula,Matchett,NM,4,1,1,4,1,3,3,4,4,2,4,4
eatcher967,Elvera,Atcher,AZ,3,4,2,3,4,4,4,1,3,1,5,1
emccahan349,Emil,Mccahan,WV,3,1,4,4,4,1,2,3,4,2,5,5
rstachnik270,Rossie,Stachnik,CA,3,4,4,4,2,4,1,3,4,1,5,4
acleary267,Audrea,Cleary,ND,4,2,2,1,4,5,2,4,4,4,4,2
tbyham601,Toby,Byham,NV,1,3,3,1,5,4,5,4,4,5,5,5
lduk123,Larry,Duk,IN,5,3,1,1,4,5,1,3,2,1,3,3
clangwell540,Conrad,Langwell,KS,2,1,4,1,1,1,4,5,3,2,4,3
jantonelli534,Jerry,Antonellis,MO,5,4,4,3,3,2,4,4,4,1,5,2
cvitorino220,Corie,Vitorino,MT,5,2,5,5,3,5,1,5,1,5,2,1
lgroody581,Lee,Groody,NV,5,2,1,3,2,3,2,3,3,5,2,5
evanhoutte549,Efrain,Vanhoutte,DE,3,1,2,2,2,5,5,3,3,2,1,3
ghiraoka59,Glenn,Hiraoka,PA,3,2,5,5,1,2,1,2,4,4,4,5
kimbach908,Katelyn,Imbach,AL,4,4,4,5,1,5,4,3,3,2,5,3
wdressel81,Wilton,Dressel,MT,1,5,4,4,5,2,2,2,3,2,5,4
dmazzoni727,Dorthea,Mazzoni,NC,2,2,1,5,1,4,3,2,5,4,3,5
amaggs415,Abbie,Maggs,MD,4,3,4,2,3,2,1,5,4,4,4,5
asumbry997,Arthur,Sumbry,WA,3,1,3,5,4,4,2,3,2,1,2,2
amartignag49,Alise,Martignago,MS,1,1,2,5,4,2,5,1,4,4,4,5
tmasenten973,Tomas,Masenten,MA,4,3,5,5,5,2,4,3,4,3,2,3
svenice817,Shanna,Venice,KS,4,1,3,1,2,3,2,1,4,3,4,1
kcristofor882,Kaycee,Cristofori,NV,2,4,1,1,2,4,4,1,4,4,1,2
mmancini585,Marcelino,Mancini,AR,1,3,3,4,5,5,5,2,5,5,2,2
nhoehne625,Newton,Hoehne,OR,2,3,2,1,1,2,2,2,5,1,5,1
efrieman892,Eusebio,Frieman,WY,1,1,5,1,5,1,1,5,1,5,4,4
aworthey802,Aron,Worthey,OK,1,5,5,3,5,1,4,2,4,1,1,4
