id,nameFirst,nameLast,time,Math,Chemistry,History,Computer Science,French,Biology,Physics
hantinoro884,Herman,Antinoro,10,"{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}"
llyson128,Lesha,Lyson,10,"{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 4}"
mgrusenmey627,Melisa,Grusenmeyer,25,"{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 4}"
mtartaglin765,Mitchell,Tartaglino,15,"{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 1}"
swhipple987,Sherita,Whipple,30,"{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 1}"
smagnan816,Sixta,Magnan,15,"{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 4}"
ashapley902,Antony,Shapley,5,"{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 3}"
jcink883,Jaime,Cink,5,"{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 3}"
tspangenbe447,Tomas,Spangenberg,20,"{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 3}"
mouye388,Mathilda,Ouye,25,"{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 3}"
rnagai116,Roy,Nagai,10,"{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 3}"
kbudd217,Ken,Budd,10,"{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 3}"
nrough202,Neal,Rough,10,"{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 5}"
llaurin32,Layla,Laurin,20,"{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 5}"
vbockenste941,Verla,Bockenstedt,30,"{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 3}"
jbroadway738,Julianna,Broadway,30,"{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 4}"
kwaldrope152,Kathie,Waldrope,5,"{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 2}"
mnickas528,Michal,Nickas,10,"{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 4}"
sgaldames976,Son,Galdames,5,"{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}"
whix883,Warren,Hix,10,"{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 2}"
vpinera799,Vicky,Pinera,15,"{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 2}"
ddornan507,Dustin,Dornan,30,"{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 2}"
lpiepenbur993,Lynn,Piepenburg,20,"{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}"
dmilanowsk400,Duncan,Milanowski,30,"{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 3}"
wyouket942,Winona,Youket,20,"{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 3}"
mbranscomb386,Mariam,Branscombe,5,"{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 4}"
bmisrahi851,Brittany,Misrahi,10,"{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 3}"
tjakes505,Terrell,Jakes,20,"{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 2}"
igochnour288,Irmgard,Gochnour,25,"{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 5}"
onorsewort691,Orval,Norseworthy,30,"{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 4}"
lbohannon989,Lynn,Bohannon,5,"{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 2}"
dgaluszka227,Dawne,Galuszka,15,"{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 3}"
skoretsky322,Seth,Koretsky,25,"{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 2}"
adieffenba524,Alba,Dieffenbacher,15,"{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 5}"
ajoslyn671,Ariel,Joslyn,15,"{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 2}"
ktaton439,Ken,Taton,10,"{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 4}"
lscolieri569,Lien,Scolieri,30,"{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 4}"
bsharabi139,Burton,Sharabi,20,"{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 1}"
usuber341,Ula,Suber,30,"{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 4}"
blohden228,Bobbie,Lohden,5,"{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 3}"
mservatius392,Myrle,Servatius,20,"{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 4}"
cdenker942,Clementina,Denker,15,"{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 1}"
brucky772,Bari,Rucky,30,"{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 4}"
ejetty976,Earle,Jetty,15,"{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 1}"
jlechlak120,Jan,Lechlak,15,"{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 4}"
jzygmont492,Joan,Zygmont,15,"{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 1}"
vchladek760,Vina,Chladek,20,"{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 2}"
mwarringto916,Mackenzie,Warrington,30,"{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 4}"
dprobert618,Dena,Probert,5,"{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}"
scasarez121,Shelley,Casarez,5,"{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 5}"
fgroupe103,Fallon,Groupe,15,"{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 4}"
jbaynard70,Jude,Baynard,10,"{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 4}"
ctresler703,Chasity,Tresler,15,"{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 1}"
ljovich67,Leif,Jovich,30,"{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 3}"
caradanas581,Charmain,Aradanas,30,"{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 4}"
nmcclougha29,Nolan,Mccloughan,30,"{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 2}"
blambey396,Bennett,Lambey,20,"{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 2}"
nhollinshe57,Nydia,Hollinshead,30,"{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 1}"
ciniquez772,Carla,Iniquez,30,"{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 5}"
wwoliver773,Willian,Woliver,30,"{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 4}"
taughe806,Tonita,Aughe,20,"{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 1}"
ltutton143,Lon,Tutton,5,"{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 1}"
msnellings782,Marta,Snellings,25,"{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 2}"
lcrase984,Lelia,Crase,20,"{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 1}"
fboney363,Felipa,Boney,15,"{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 5}"
trachels76,Thalia,Rachels,25,"{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 1}"
rhillers721,Rosalina,Hillers,10,"{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 5}"
elindloff448,Eusebia,Lindloff,20,"{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 1}"
frevilla545,Floy,Revilla,5,"{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 5}"
skornegay126,Shera,Kornegay,25,"{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 1}"
dlinsley214,Damion,Linsley,20,"{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 3}"
wcrosley334,Waylon,Crosley,20,"{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 2}"
ddraper938,Daryl,Draper,30,"{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 5}"
etellefsen135,Evie,Tellefsen,20,"{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 3}"
zdoble965,Zofia,Doble,20,"{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 3}"
sapostol616,Sherwood,Apostol,5,"{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 1}"
csipe40,Cassidy,Sipe,15,"{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 3}"
cobyrne553,Curt,Obyrne,5,"{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 1}"
mlile619,Michal,Lile,10,"{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 1}"
mmusolino354,Mira,Musolino,25,"{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 5}"
jidris636,Judie,Idris,10,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 5}"
abeja847,Alan,Beja,25,"{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 1}"
sdalrymple814,Sharell,Dalrymple,20,"{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 1}"
gagans390,Gilberto,Agans,25,"{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 4}"
ahuot881,Alonzo,Huot,5,"{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 4}"
nwesley897,Noble,Wesley,30,"{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 5}"
dcounihan965,Dennis,Counihan,20,"{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 4}"
ltarazon810,Lanita,Tarazon,5,"{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 4}"
codell672,Cristopher,Odell,30,"{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 4}"
rsato139,Rosario,Sato,20,"{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 4}"
nsumrow395,Numbers,Sumrow,5,"{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 3}"
jthibert239,Jackie,Thibert,5,"{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}"
lgroner102,Leigh,Groner,5,"{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 1}"
hmarcella227,Herbert,Marcella,10,"{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 4}"
rnik499,Rex,Nik,20,"{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 4}"
iguzzardo839,Imelda,Guzzardo,5,"{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 1}"
vgleich68,Valeri,Gleich,15,"{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 4}"
mgip977,Micki,Gip,15,"{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 2}"
doutland848,Dorinda,Outland,20,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 1}"
rbrothen608,Rowena,Brothen,30,"{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 3}"
